RefNum,agerange,age,job,marital,education,balance,housing,loan,month,date,duration,deposit,lead,product,qualified ,contacted,won ,loanvalue,NPS
10024189,41-60,52,blue-collar,married,primary,58,yes,yes,march,3/1/2018,213,34.83,1,mortgage,1,,0,2457,
10024190,18-30,28,admin.,single,secondary,251,yes,no,april,4/1/2018,178,119.96,1,mortgage,1,,0,3678,
10024191,31-40,36,blue-collar,married,secondary,688,yes,no,may,5/1/2018,174,144.46,1,mortgage,1,,0,9765,
10024192,41-60,60,retired,married,primary,364,yes,yes,june,6/1/2018,631,40.85,1,mortgage,1,1,1,7543,8
10024193,41-60,42,services,divorced,secondary,55,yes,no,july,7/1/2018,176,21.52,1,auto ,1,1,1,6895,8
10024194,41-60,42,admin.,married,secondary,101,yes,yes,august,8/1/2018,32,29.73,1,auto ,1,1,1,7632,8
10024195,41-60,44,management,married,tertiary,105,yes,yes,september,9/1/2018,1529,53.33,1,auto ,1,1,1,9753,8
10024196,41-60,51,blue-collar,divorced,primary,325,yes,no,october,10/1/2018,254,73.23,1,auto ,1,1,1,6895,8
10024197,41-60,49,blue-collar,married,primary,198,yes,yes,november,11/1/2018,200,58.72,1,auto ,1,1,1,7632,8
10024198,41-60,47,entrepreneur,married,,209,yes,yes,december,12/1/2018,135,56.46,1,auto ,1,1,1,9753,8
10024199,31-40,37,blue-collar,married,secondary,183,yes,no,january,1/1/2018,112,40.02,1,auto ,1,1,1,2558,8
10024200,31-40,34,management,married,tertiary,105,yes,yes,february,2/1/2018,314,30.88,1,auto ,1,1,1,2298,8
10024201,31-40,35,services,married,secondary,109,yes,no,march,3/1/2018,597,58.44,1,unsecured ,1,1,1,3397,8
10024202,31-40,35,blue-collar,single,secondary,376,yes,no,april,4/1/2018,207,,1,unsecured ,1,1,1,2106,8
10024203,31-40,40,blue-collar,married,primary,-7,yes,no,may,5/1/2018,410,,1,unsecured ,1,1,1,3521,8
10024204,41-60,55,technician,married,secondary,0,no,yes,june,6/1/2018,160,0,1,unsecured ,1,1,1,2689,8
10024205,41-60,55,retired,married,secondary,143,yes,yes,july,7/1/2018,42,80.96,1,unsecured ,1,1,1,4384,8
10024206,31-40,35,management,single,tertiary,550,yes,no,august,8/1/2018,55,86.17,1,mortgage,1,1,1,4080,8
10024207,41-60,57,blue-collar,married,primary,162,yes,yes,september,9/1/2018,155,39.4,1,mortgage,1,1,1,2127,8
10024208,41-60,53,management,married,tertiary,115,yes,yes,october,10/1/2018,336,70.05,1,mortgage,1,1,1,5699,8
10024209,41-60,41,blue-collar,married,primary,512,yes,yes,november,11/1/2018,233,185.56,1,mortgage,1,1,1,3237,8
10024210,41-60,57,blue-collar,married,,807,yes,yes,december,12/1/2018,211,129.14,1,mortgage,1,1,1,2558,8
10024211,41-60,45,blue-collar,married,,248,yes,yes,january,1/1/2018,88,158.2,1,mortgage,1,1,1,2298,8
10024212,41-60,43,blue-collar,married,primary,1211,yes,yes,february,2/1/2018,208,26.58,1,unsecured ,1,1,1,3397,8
10024213,41-60,56,self-employed,married,,7,no,yes,march,3/1/2018,305,12.8,1,unsecured ,1,1,1,2106,8
10024214,31-40,31,entrepreneur,married,tertiary,281,yes,yes,april,4/1/2018,206,45.39,1,unsecured ,1,1,1,5699,8
10024215,31-40,37,blue-collar,single,secondary,88,yes,no,may,5/1/2018,128,15.32,1,unsecured ,1,1,1,3237,8
10024216,18-30,30,management,married,tertiary,32,yes,yes,june,6/1/2018,122,17.51,1,unsecured ,1,1,1,2558,8
10024217,18-30,30,admin.,single,secondary,115,yes,no,july,7/1/2018,66,49.34,1,unsecured ,1,1,1,2298,8
10024218,41-60,54,blue-collar,married,secondary,254,yes,yes,august,8/1/2018,66,55.21,1,unsecured ,1,1,1,5699,8
10024219,31-40,36,management,married,tertiary,144,yes,yes,september,9/1/2018,164,67.79,1,mortgage,1,1,1,3237,8
10024220,41-60,55,unemployed,married,tertiary,383,no,yes,october,10/1/2018,343,134.76,1,mortgage,1,1,1,2558,8
10024221,31-40,37,admin.,single,secondary,569,yes,no,november,11/1/2018,126,0,1,mortgage,1,1,1,2298,8
10024222,31-40,38,housemaid,married,secondary,0,yes,no,december,12/1/2018,59,0,1,mortgage,1,1,1,4853,8
10024223,41-60,48,admin.,married,secondary,3754,yes,yes,january,1/1/2018,249,1471.33,1,mortgage,1,1,1,8675,8
10024224,41-60,55,housemaid,divorced,tertiary,6920,yes,yes,february,2/1/2018,406,420.76,1,mortgage,1,1,1,9764,8
10024225,41-60,59,services,married,secondary,307,yes,yes,march,3/1/2018,250,,1,auto ,1,1,1,2457,8
10024226,31-40,37,technician,married,secondary,-421,yes,no,april,4/1/2018,183,,1,unsecured ,1,1,1,3678,8
10024227,31-40,33,blue-collar,divorced,secondary,60,no,no,may,5/1/2018,190,18.3,1,auto ,1,1,1,9765,8
10024228,41-60,44,blue-collar,married,primary,67,yes,yes,june,6/1/2018,220,47.38,1,unsecured ,1,1,1,7543,8
10024229,41-60,57,technician,married,secondary,402,yes,yes,july,7/1/2018,153,163.71,1,auto ,1,1,1,6689,8
10024230,18-30,30,self-employed,single,tertiary,800,no,no,august,8/1/2018,95,126.23,1,unsecured ,1,1,1,4376,8
10024231,41-60,42,technician,married,tertiary,239,yes,yes,september,9/1/2018,191,91.57,1,unsecured ,1,1,1,6895,8
10024232,41-60,51,blue-collar,divorced,secondary,421,yes,no,october,10/1/2018,216,75.16,1,unsecured ,1,1,1,7632,8
10024233,41-60,44,admin.,divorced,secondary,161,yes,no,november,11/1/2018,89,62.27,1,unsecured ,1,1,1,9753,8
10024234,41-60,46,technician,married,secondary,289,no,yes,december,12/1/2018,51,51.47,1,unsecured ,1,1,1,2257,8
10024235,18-30,29,student,single,secondary,110,yes,no,january,1/1/2018,169,47.39,1,unsecured ,1,1,1,6895,8
10024236,31-40,39,blue-collar,married,primary,245,yes,no,february,2/1/2018,148,0,1,unsecured ,1,1,1,6895,8
10024237,41-60,42,services,married,secondary,0,yes,yes,march,3/1/2018,132,0,1,unsecured ,1,1,1,7632,8
10024238,41-60,50,blue-collar,married,primary,156,yes,yes,april,4/1/2018,117,0,1,unsecured ,1,1,1,6895,8
10024239,41-60,42,technician,single,secondary,0,yes,no,may,5/1/2018,275,0,1,unsecured ,1,1,1,7632,8
10024240,31-40,39,admin.,married,secondary,20,yes,no,june,6/1/2018,124,12.38,1,unsecured ,1,1,1,9753,8
10024241,41-60,55,technician,single,tertiary,92,yes,yes,july,7/1/2018,118,26.12,1,unsecured ,1,1,1,8675,8
10024242,41-60,46,services,married,secondary,89,yes,yes,august,8/1/2018,479,35.09,1,auto ,1,1,1,9764,8
10024243,41-60,42,blue-collar,married,secondary,166,yes,yes,september,9/1/2018,285,37.75,1,business,1,1,1,2457,8
10024244,41-60,45,management,married,tertiary,103,yes,yes,october,10/1/2018,35,,0,no product,0,0,0,3678,
10024245,41-60,43,blue-collar,married,primary,-454,yes,yes,november,11/1/2018,322,,0,no product,0,0,0,9765,
10024246,41-60,42,admin.,married,secondary,445,yes,yes,december,12/1/2018,202,12.18,0,no product,0,0,0,6895,
10024247,18-30,30,admin.,married,secondary,4,no,no,january,1/1/2018,172,18.27,0,no product,0,0,0,7632,
10024248,41-60,47,blue-collar,married,secondary,1001,yes,yes,february,2/1/2018,201,,0,no product,0,0,0,9753,
10024249,41-60,51,services,divorced,secondary,-69,yes,no,march,3/1/2018,216,,0,no product,0,0,0,2257,
10024250,31-40,38,technician,single,secondary,42,yes,no,april,4/1/2018,195,75.23,0,no product,0,0,0,12353,
10024251,41-60,57,technician,married,,1617,yes,yes,may,5/1/2018,96,172.57,0,no product,0,0,0,6895,
10024252,41-60,42,management,divorced,tertiary,221,yes,yes,june,6/1/2018,720,62.19,0,no product,0,0,0,7632,
10024253,31-40,32,technician,divorced,secondary,210,yes,no,july,7/1/2018,188,0,1,mortgage,1,1,1,9753,8
10024254,41-60,46,management,married,tertiary,0,no,yes,august,8/1/2018,70,0,1,mortgage,1,1,1,2257,8
10024255,18-30,29,student,single,tertiary,185,yes,no,september,9/1/2018,141,113.53,1,unsecured ,1,1,1,12353,8
10024256,41-60,59,retired,married,secondary,836,yes,yes,october,10/1/2018,106,144.81,1,unsecured ,1,1,1,2356,8
10024257,31-40,32,blue-collar,single,secondary,301,yes,no,november,11/1/2018,395,112.33,1,unsecured ,1,1,1,7654,8
10024258,41-60,44,blue-collar,married,primary,503,yes,yes,december,12/1/2018,629,130.61,1,unsecured ,1,1,1,7854,8
10024259,31-40,40,retired,married,primary,407,yes,no,january,1/1/2018,502,42.4,1,unsecured ,1,1,1,6895,8
10024260,31-40,31,blue-collar,single,secondary,53,yes,no,february,2/1/2018,446,100.85,1,unsecured ,1,1,1,7632,8
10024261,41-60,46,self-employed,married,tertiary,2303,yes,yes,march,3/1/2018,241,166.24,1,unsecured ,1,1,1,9753,8
10024262,41-60,43,management,married,tertiary,144,yes,yes,april,4/1/2018,131,49.6,1,unsecured ,1,1,1,2257,8
10024263,31-40,34,services,married,secondary,205,yes,no,may,5/1/2018,312,72.18,1,unsecured ,1,1,1,12353,8
10024264,31-40,39,management,married,tertiary,305,yes,yes,june,6/1/2018,275,79.87,1,unsecured ,1,1,1,2356,8
10024265,18-30,30,blue-collar,divorced,secondary,251,yes,no,july,7/1/2018,120,0,1,unsecured ,1,1,1,7654,8
10024266,41-60,56,retired,married,secondary,0,yes,yes,august,8/1/2018,333,0,1,unsecured ,1,1,1,7854,8
10024267,18-30,29,technician,married,secondary,8,no,no,september,9/1/2018,113,9.63,1,unsecured ,1,1,1,8954,8
10024268,31-40,40,blue-collar,divorced,secondary,139,yes,no,october,10/1/2018,91,46.17,1,unsecured ,1,1,1,3678,8
10024269,31-40,36,services,married,secondary,184,yes,no,november,11/1/2018,128,60.41,1,mortgage,1,1,1,4853,8
10024270,31-40,37,blue-collar,single,secondary,238,yes,no,december,12/1/2018,200,0,1,mortgage,1,1,1,8675,8
10024271,31-40,35,admin.,married,secondary,0,no,no,january,1/1/2018,326,0,1,mortgage,1,1,1,9764,8
10024272,31-40,35,blue-collar,married,primary,0,yes,no,february,2/1/2018,292,0,1,mortgage,1,1,1,2457,8
10024273,41-60,47,services,married,primary,222,yes,yes,march,3/1/2018,68,87.52,1,mortgage,1,1,1,3678,8
10024274,31-40,31,services,married,secondary,414,yes,no,april,4/1/2018,215,87.71,1,mortgage,1,1,1,9765,8
10024275,41-60,56,retired,single,primary,223,yes,no,may,5/1/2018,97,60.51,1,mortgage,1,1,1,7543,8
10024276,41-60,57,technician,married,secondary,197,no,yes,june,6/1/2018,32,,1,mortgage,1,1,1,6895,8
10024277,31-40,36,blue-collar,married,secondary,-251,yes,no,july,7/1/2018,162,,1,mortgage,1,1,1,7632,8
10024278,41-60,45,self-employed,divorced,secondary,-139,yes,no,august,8/1/2018,152,,1,mortgage,1,1,1,9753,8
10024279,41-60,47,blue-collar,married,,733,yes,yes,september,9/1/2018,268,0,1,mortgage,1,1,1,6895,8
10024280,18-30,29,technician,single,tertiary,0,yes,no,october,10/1/2018,104,0,1,mortgage,1,1,1,7632,8
10024281,41-60,57,services,married,secondary,1,no,yes,november,11/1/2018,852,2.84,1,mortgage,1,1,1,9753,8
10024282,41-60,45,blue-collar,married,primary,97,yes,yes,december,12/1/2018,923,59.3,1,mortgage,1,1,1,4853,8
10024283,31-40,31,blue-collar,single,primary,435,yes,no,january,1/1/2018,159,0,1,auto ,1,1,1,8675,8
10024284,31-40,31,management,divorced,tertiary,0,yes,no,february,2/1/2018,953,0,1,auto ,1,1,1,9764,8
10024285,31-40,37,technician,single,tertiary,147,no,no,march,3/1/2018,416,6.06,1,auto ,1,1,1,2457,8
10024286,18-30,30,technician,single,tertiary,3,yes,no,april,4/1/2018,174,16.65,1,auto ,1,1,1,3678,8
10024287,41-60,58,services,divorced,secondary,1109,yes,no,may,5/1/2018,180,193.23,1,auto ,1,1,1,9765,8
10024288,31-40,33,services,married,secondary,404,yes,no,june,6/1/2018,139,181.73,1,auto ,1,1,1,7543,8
10024289,31-40,39,blue-collar,married,primary,981,yes,no,july,7/1/2018,294,88.13,1,auto ,1,1,1,6689,5
10024290,31-40,33,blue-collar,single,primary,95,yes,no,august,8/1/2018,102,48.9,1,auto ,1,1,1,4376,6
10024291,31-40,34,services,married,secondary,302,yes,no,september,9/1/2018,124,,1,auto ,1,1,1,6895,6
10024292,31-40,36,services,divorced,secondary,-290,yes,no,october,10/1/2018,128,,1,auto ,1,1,1,7632,6
10024293,31-40,37,services,single,secondary,259,yes,no,november,11/1/2018,130,106.65,1,auto ,1,1,1,9753,6
10024294,31-40,35,blue-collar,married,secondary,527,yes,no,december,12/1/2018,143,66.93,1,auto ,1,1,1,2257,6
10024295,41-60,55,retired,married,secondary,102,yes,yes,january,1/1/2018,74,86.09,1,auto ,1,1,1,6895,6
10024296,31-40,34,management,single,tertiary,872,yes,no,february,2/1/2018,105,188.7,1,auto ,1,1,1,6895,6
10024297,31-40,40,management,divorced,tertiary,490,yes,no,march,3/1/2018,477,27.85,1,auto ,1,1,1,7632,6
10024298,41-60,42,blue-collar,single,primary,19,yes,no,april,4/1/2018,158,5.03,1,mortgage,1,1,1,6895,6
10024299,31-40,37,blue-collar,married,secondary,16,yes,no,may,5/1/2018,250,22.69,1,mortgage,1,1,1,7632,6
10024300,41-60,42,management,married,tertiary,386,yes,yes,june,6/1/2018,168,131.67,1,mortgage,1,1,1,9753,6
10024301,31-40,35,technician,single,secondary,539,yes,no,july,7/1/2018,520,,1,mortgage,1,1,1,8675,6
10024302,41-60,44,technician,divorced,secondary,-329,yes,no,august,8/1/2018,171,,1,mortgage,1,1,1,9764,6
10024303,18-30,30,services,single,secondary,-174,yes,no,september,9/1/2018,113,,1,mortgage,1,1,1,2457,6
10024304,41-60,45,entrepreneur,married,secondary,68,yes,yes,october,10/1/2018,254,,1,mortgage,1,1,1,3678,6
10024305,31-40,35,blue-collar,single,,-532,yes,no,november,11/1/2018,149,,1,mortgage,1,1,1,9765,6
10024306,31-40,36,admin.,divorced,secondary,0,yes,no,december,12/1/2018,133,0,1,mortgage,1,1,1,6895,6
10024307,41-60,49,blue-collar,married,secondary,64,yes,yes,january,1/1/2018,293,86.87,1,mortgage,1,1,1,7632,6
10024308,31-40,31,blue-collar,single,secondary,1415,yes,no,february,2/1/2018,485,131.66,1,mortgage,1,1,1,9753,6
10024309,31-40,31,technician,single,secondary,147,yes,no,march,3/1/2018,374,29.7,1,mortgage,1,1,1,2257,6
10024310,31-40,39,blue-collar,married,secondary,72,yes,no,april,4/1/2018,425,,1,mortgage,1,1,1,12353,6
10024311,31-40,37,services,single,secondary,-196,yes,no,may,5/1/2018,207,,1,mortgage,1,1,1,6895,6
10024312,31-40,33,blue-collar,married,primary,716,yes,no,june,6/1/2018,83,0,1,mortgage,1,1,1,7632,3
10024313,31-40,37,management,married,tertiary,0,yes,yes,july,7/1/2018,228,,1,mortgage,1,1,1,9753,3
10024314,41-60,42,services,married,secondary,-246,yes,yes,august,8/1/2018,149,,1,mortgage,1,1,1,2257,3
10024315,41-60,56,blue-collar,married,secondary,-203,yes,yes,september,9/1/2018,139,,1,mortgage,1,1,1,12353,3
10024316,31-40,37,admin.,single,secondary,245,yes,no,october,10/1/2018,732,83.56,1,mortgage,1,1,1,2356,3
10024317,31-40,36,services,single,secondary,342,yes,no,november,11/1/2018,142,9.25,1,mortgage,1,1,1,7654,3
10024318,18-30,29,technician,single,tertiary,3,yes,no,december,12/1/2018,359,,1,mortgage,1,1,1,7854,3
10024319,41-60,54,management,married,tertiary,-248,yes,yes,january,1/1/2018,112,,1,mortgage,1,1,1,6895,3
10024320,31-40,38,blue-collar,married,secondary,376,yes,no,february,2/1/2018,1521,107.67,1,mortgage,1,1,1,7632,3
10024321,41-60,43,blue-collar,divorced,secondary,370,yes,no,march,3/1/2018,216,135.33,1,unsecured ,1,1,1,9753,3
10024322,41-60,47,admin.,single,secondary,594,yes,no,april,4/1/2018,161,138.41,1,unsecured ,1,1,1,2257,3
10024323,41-60,47,blue-collar,married,secondary,387,yes,yes,may,5/1/2018,122,81.9,1,unsecured ,1,1,1,12353,10
10024324,31-40,38,services,married,secondary,208,yes,no,june,6/1/2018,800,98.79,1,unsecured ,1,1,1,2356,10
10024325,31-40,40,blue-collar,married,secondary,563,yes,no,july,7/1/2018,615,135.61,1,unsecured ,1,1,1,7654,10
10024326,31-40,33,services,divorced,secondary,392,yes,no,august,8/1/2018,254,73.42,1,unsecured ,1,1,1,7854,10
10024327,31-40,33,retired,married,secondary,165,no,no,september,9/1/2018,111,56.96,1,unsecured ,1,1,1,8954,10
10024328,41-60,53,admin.,divorced,,236,yes,no,october,10/1/2018,354,31.98,1,unsecured ,1,1,1,3678,10
10024329,31-40,37,services,married,primary,52,yes,no,november,11/1/2018,359,74.04,1,unsecured ,1,1,1,4853,10
10024330,31-40,40,management,single,tertiary,1265,yes,no,december,12/1/2018,97,270.28,1,unsecured ,1,1,1,8675,10
10024331,31-40,37,blue-collar,married,primary,693,yes,no,january,1/1/2018,327,82.55,1,unsecured ,1,1,1,9764,10
10024332,31-40,35,technician,married,secondary,118,yes,no,february,2/1/2018,236,189.68,1,unsecured ,1,1,1,2457,10
10024333,41-60,49,blue-collar,married,primary,3659,yes,yes,march,3/1/2018,160,85.55,1,unsecured ,1,1,1,3678,10
10024334,18-30,26,blue-collar,single,secondary,24,yes,no,april,4/1/2018,180,36.69,1,auto ,1,1,1,9765,10
10024335,31-40,38,management,single,tertiary,673,yes,no,may,5/1/2018,184,123.74,1,auto ,1,1,1,7543,10
10024336,41-60,52,self-employed,married,secondary,273,no,yes,june,6/1/2018,227,86.25,1,auto ,1,1,1,6895,10
10024337,31-40,33,services,divorced,secondary,327,yes,no,july,7/1/2018,109,90.26,1,auto ,1,1,1,7632,10
10024338,31-40,31,admin.,single,secondary,299,yes,no,august,8/1/2018,492,0,1,auto ,1,1,1,9753,10
10024339,31-40,32,blue-collar,married,secondary,0,yes,no,september,9/1/2018,298,0,1,auto ,1,1,1,6895,10
10024340,31-40,35,blue-collar,single,primary,109,yes,no,october,10/1/2018,83,70.81,1,auto ,1,1,1,7632,10
10024341,41-60,55,management,divorced,tertiary,552,no,yes,november,11/1/2018,241,147.51,1,auto ,1,1,1,9753,10
10024342,31-40,32,blue-collar,divorced,primary,473,yes,no,december,12/1/2018,204,127.74,1,auto ,1,1,1,2362,10
10024343,31-40,37,,single,,414,yes,no,january,1/1/2018,131,72.89,1,auto ,1,1,1,2353,10
10024344,41-60,45,blue-collar,married,secondary,154,yes,yes,february,2/1/2018,1138,66.44,1,auto ,1,1,1,3421,10
10024345,31-40,31,technician,married,secondary,344,yes,no,march,3/1/2018,123,15.14,1,auto ,1,1,1,2342,10
10024346,31-40,38,admin.,married,secondary,8,yes,no,april,4/1/2018,125,7.21,1,auto ,1,1,1,2558,10
10024347,31-40,37,services,married,secondary,78,yes,no,may,5/1/2018,295,41.58,1,auto ,1,1,1,2298,10
10024348,31-40,38,blue-collar,married,secondary,266,yes,no,june,6/1/2018,287,46.61,1,auto ,1,1,1,3237,10
10024349,31-40,33,housemaid,married,tertiary,98,yes,yes,july,7/1/2018,109,26.04,1,auto ,1,1,1,2558,10
10024350,31-40,38,blue-collar,married,primary,83,yes,no,august,8/1/2018,140,17.64,1,auto ,1,1,1,2298,10
10024351,31-40,37,management,single,tertiary,45,yes,no,september,9/1/2018,204,5.48,1,auto ,1,1,1,3397,10
10024352,18-30,29,unemployed,married,tertiary,8,yes,yes,october,10/1/2018,233,13.24,1,mortgage,1,1,1,2106,10
10024353,41-60,42,management,married,tertiary,263,yes,yes,november,11/1/2018,254,81.89,1,mortgage,1,1,1,4853,10
10024354,31-40,40,blue-collar,married,secondary,306,yes,no,december,12/1/2018,184,77.08,1,mortgage,1,1,1,8675,10
10024355,31-40,32,management,married,tertiary,233,yes,yes,january,1/1/2018,193,93.16,1,mortgage,1,1,1,9764,10
10024356,41-60,47,management,divorced,tertiary,447,no,yes,february,2/1/2018,126,180.23,1,mortgage,1,1,1,2457,10
10024357,18-30,29,student,single,secondary,872,yes,no,march,3/1/2018,230,,1,mortgage,1,1,1,3678,10
10024358,41-60,53,services,divorced,primary,-291,yes,no,april,4/1/2018,591,,1,mortgage,1,1,1,9765,10
10024359,31-40,31,services,married,tertiary,309,yes,yes,may,5/1/2018,294,72.12,1,mortgage,1,1,1,7543,10
10024360,41-60,59,blue-collar,married,secondary,202,yes,yes,june,6/1/2018,173,30.7,1,mortgage,1,1,1,6689,10
10024361,18-30,29,entrepreneur,married,primary,56,yes,no,july,7/1/2018,336,32.69,1,mortgage,1,1,1,4376,10
10024362,41-60,59,blue-collar,married,primary,229,yes,yes,august,8/1/2018,19,52.24,1,mortgage,1,1,1,6895,10
10024363,41-60,44,blue-collar,married,primary,143,yes,yes,september,9/1/2018,153,34.52,1,mortgage,1,1,1,7632,10
10024364,31-40,38,admin.,single,secondary,100,yes,no,october,10/1/2018,786,52.12,1,mortgage,1,1,1,9753,10
10024365,41-60,49,admin.,married,secondary,326,yes,yes,november,11/1/2018,99,67.36,1,mortgage,1,1,1,2257,10
10024366,41-60,43,blue-collar,married,secondary,167,yes,yes,december,12/1/2018,243,87.09,1,mortgage,1,1,1,6895,10
10024367,41-60,52,admin.,single,secondary,545,yes,no,january,1/1/2018,260,308.83,1,unsecured ,1,1,1,6895,10
10024368,31-40,40,admin.,married,secondary,2100,yes,no,february,2/1/2018,164,0,1,unsecured ,1,1,1,7632,10
10024369,31-40,32,services,married,secondary,0,yes,no,march,3/1/2018,255,0,1,unsecured ,1,1,1,6895,9
10024370,41-60,47,admin.,married,primary,192,yes,yes,april,4/1/2018,47,84.1,1,unsecured ,1,1,1,7632,9
10024371,31-40,33,management,married,tertiary,442,yes,yes,may,5/1/2018,463,99.17,1,unsecured ,1,1,1,9753,9
10024372,31-40,35,management,married,tertiary,267,yes,yes,june,6/1/2018,192,0,1,unsecured ,1,1,1,8675,9
10024373,18-30,27,services,single,secondary,0,yes,no,july,7/1/2018,388,0,1,unsecured ,1,1,1,9764,9
10024374,41-60,50,blue-collar,married,primary,377,yes,yes,august,8/1/2018,221,489.41,1,unsecured ,1,1,1,2457,9
10024375,41-60,44,retired,married,secondary,7624,no,yes,september,9/1/2018,126,204.77,1,unsecured ,1,1,1,3678,9
10024376,41-60,43,self-employed,married,primary,66,yes,yes,october,10/1/2018,175,14.27,1,unsecured ,1,1,1,9765,9
10024377,41-60,51,blue-collar,married,,37,yes,yes,november,11/1/2018,256,14.05,1,unsecured ,1,1,1,6895,9
10024378,31-40,32,admin.,single,secondary,64,yes,no,december,12/1/2018,202,13.47,1,business,1,1,1,7632,9
10024379,41-60,47,management,divorced,tertiary,34,yes,yes,january,1/1/2018,104,42.15,1,mortgage,1,1,1,9753,9
10024380,31-40,34,admin.,divorced,secondary,627,yes,no,february,2/1/2018,283,230.06,1,mortgage,1,1,1,2257,9
10024381,41-60,57,self-employed,married,primary,1013,yes,yes,march,3/1/2018,448,108.71,1,mortgage,1,1,1,12353,9
10024382,41-60,43,admin.,single,secondary,140,yes,no,april,4/1/2018,127,320.83,1,mortgage,1,1,1,6895,9
10024383,31-40,40,services,single,tertiary,8823,yes,no,may,5/1/2018,378,267.06,1,mortgage,1,1,1,7632,9
10024384,18-30,28,blue-collar,single,secondary,97,yes,no,june,6/1/2018,67,6.36,1,mortgage,1,1,1,9753,9
10024385,31-40,38,blue-collar,married,,5,yes,no,july,7/1/2018,221,5.55,1,mortgage,1,1,1,2257,9
10024386,31-40,37,unemployed,divorced,secondary,74,yes,no,august,8/1/2018,150,600.85,1,mortgage,0,,0,12353,
10024387,41-60,44,admin.,married,secondary,58544,yes,yes,september,9/1/2018,144,908.02,1,auto ,0,,0,2356,
10024388,41-60,41,technician,married,secondary,169,yes,yes,october,10/1/2018,296,79.08,1,auto ,0,,0,7654,
10024389,31-40,37,self-employed,married,tertiary,444,yes,yes,november,11/1/2018,401,141.61,1,auto ,0,,0,7854,
10024390,18-30,30,services,single,tertiary,542,yes,no,december,12/1/2018,435,,1,auto ,0,,0,6895,
10024391,31-40,32,blue-collar,married,secondary,-205,yes,no,january,1/1/2018,388,,1,auto ,0,,0,7632,
10024392,18-30,30,management,single,tertiary,112,yes,no,february,2/1/2018,245,19.08,1,auto ,0,,0,9753,
10024393,31-40,35,services,married,secondary,39,no,no,march,3/1/2018,143,64.2,1,auto ,0,,0,2257,
10024394,41-60,55,blue-collar,married,secondary,1268,yes,yes,april,4/1/2018,223,,1,auto ,0,,0,12353,
10024395,41-60,52,blue-collar,married,secondary,-98,yes,yes,may,5/1/2018,423,,1,business,1,,0,2356,
10024396,31-40,33,admin.,married,secondary,44,yes,no,june,6/1/2018,231,,1,auto ,1,,0,7654,
10024397,41-60,55,retired,married,primary,-90,yes,yes,july,7/1/2018,634,,1,auto ,1,,0,7854,
10024398,31-40,33,blue-collar,married,secondary,0,no,no,august,8/1/2018,107,,1,auto ,1,,0,8954,
10024399,31-40,40,blue-collar,married,secondary,-94,yes,no,september,9/1/2018,227,,0,no product,0,0,0,3678,
10024400,31-40,39,blue-collar,married,secondary,-345,yes,no,october,10/1/2018,69,,0,no product,0,0,0,4853,
10024401,41-60,54,blue-collar,married,secondary,-932,yes,yes,november,11/1/2018,799,,0,no product,0,0,0,8675,
10024402,31-40,39,blue-collar,married,primary,20,yes,no,december,12/1/2018,109,12.25,0,no product,0,0,0,9764,
10024403,41-60,49,blue-collar,married,secondary,90,yes,yes,january,1/1/2018,127,15.25,0,no product,0,0,0,2457,
10024404,41-60,52,admin.,married,secondary,31,yes,yes,february,2/1/2018,120,18.61,0,no product,0,0,0,3678,
10024405,18-30,27,management,single,tertiary,134,yes,no,march,3/1/2018,68,0,0,no product,0,0,0,9765,
10024406,18-30,26,services,married,secondary,0,yes,no,april,4/1/2018,180,0,0,no product,0,0,0,7543,
10024407,31-40,40,blue-collar,married,secondary,61,yes,no,may,5/1/2018,112,,0,no product,0,0,0,6895,
10024408,41-60,47,blue-collar,married,secondary,-5,yes,yes,june,6/1/2018,444,,0,no product,0,0,0,7632,
10024409,31-40,31,services,single,secondary,-45,no,no,july,7/1/2018,246,,0,no product,0,0,0,9753,
10024410,41-60,53,blue-collar,single,secondary,156,yes,no,august,8/1/2018,259,85.63,0,no product,0,0,0,6895,
10024411,31-40,31,services,married,secondary,564,yes,no,september,9/1/2018,223,,1,business,0,,0,7632,
10024412,31-40,33,admin.,married,secondary,-6,yes,no,october,10/1/2018,566,,1,business,0,,0,9753,
10024413,31-40,35,services,married,secondary,528,no,no,november,11/1/2018,274,255.27,1,business,0,,0,2298,
10024414,41-60,46,entrepreneur,married,,1481,yes,yes,december,12/1/2018,49,499.18,1,unsecured ,0,,0,3397,
10024415,31-40,31,management,married,secondary,2019,no,no,january,1/1/2018,380,558.66,1,unsecured ,0,,0,2143,
10024416,31-40,35,technician,single,secondary,1855,yes,no,february,2/1/2018,138,150.74,1,unsecured ,0,,0,2298,
10024417,18-30,29,management,married,secondary,147,yes,no,march,3/1/2018,376,51.91,0,no product,0,0,0,2106,
10024418,41-60,51,technician,married,secondary,220,yes,yes,april,4/1/2018,421,60.25,0,no product,0,0,0,3397,
10024419,31-40,33,blue-collar,married,primary,198,yes,no,may,5/1/2018,121,43.56,0,no product,0,0,0,,
10024420,31-40,37,management,married,tertiary,115,no,yes,june,6/1/2018,36,28.87,0,no product,0,0,0,,
10024421,41-60,43,admin.,single,,87,yes,no,july,7/1/2018,328,68.33,0,no product,0,0,0,,
10024422,41-60,42,technician,married,tertiary,644,yes,yes,august,8/1/2018,19,109.89,0,no product,0,0,0,,
10024423,18-30,28,blue-collar,married,secondary,225,yes,no,september,9/1/2018,866,97.02,0,no product,0,0,0,,
