"","RefNum","agerange","age","job","marital","education","balance","housing","loan","month","date","duration","deposit","lead","product","qualified","contacted","won","loanvalue"
"840",10024306,"31-40",36,"admin.","divorced","secondary",0,"yes","no","december",2018-12-01,133,0,1,"mortgage",1,1,1,6895
"841",10024307,"41-60",49,"blue-collar","married","secondary",64,"yes","yes","january",2018-01-01,293,86.87,1,"mortgage",1,1,1,7632
"842",10024308,"31-40",31,"blue-collar","single","secondary",1415,"yes","no","february",2018-02-01,485,131.66,1,"mortgage",1,1,1,9753
"843",10024309,"31-40",31,"technician","single","secondary",147,"yes","no","march",2018-03-01,374,29.7,1,"mortgage",1,1,1,2257
"846",10024312,"31-40",33,"blue-collar","married","primary",716,"yes","no","june",2018-06-01,83,0,1,"mortgage",1,1,1,7632
"850",10024316,"31-40",37,"admin.","single","secondary",245,"yes","no","october",2018-10-01,732,83.56,1,"mortgage",1,1,1,2356
"851",10024317,"31-40",36,"services","single","secondary",342,"yes","no","november",2018-11-01,142,9.25,1,"mortgage",1,1,1,7654
"854",10024320,"31-40",38,"blue-collar","married","secondary",376,"yes","no","february",2018-02-01,1521,107.67,1,"mortgage",1,1,1,7632
"855",10024321,"41-60",43,"blue-collar","divorced","secondary",370,"yes","no","march",2018-03-01,216,135.33,1,"unsecured ",1,1,1,9753
"856",10024322,"41-60",47,"admin.","single","secondary",594,"yes","no","april",2018-04-01,161,138.41,1,"unsecured ",1,1,1,2257
"857",10024323,"41-60",47,"blue-collar","married","secondary",387,"yes","yes","may",2018-05-01,122,81.9,1,"unsecured ",1,1,1,12353
"858",10024324,"31-40",38,"services","married","secondary",208,"yes","no","june",2018-06-01,800,98.79,1,"unsecured ",1,1,1,2356
"859",10024325,"31-40",40,"blue-collar","married","secondary",563,"yes","no","july",2018-07-01,615,135.61,1,"unsecured ",1,1,1,7654
"860",10024326,"31-40",33,"services","divorced","secondary",392,"yes","no","august",2018-08-01,254,73.42,1,"unsecured ",1,1,1,7854
"861",10024327,"31-40",33,"retired","married","secondary",165,"no","no","september",2018-09-01,111,56.96,1,"unsecured ",1,1,1,8954
"863",10024329,"31-40",37,"services","married","primary",52,"yes","no","november",2018-11-01,359,74.04,1,"unsecured ",1,1,1,4853
"864",10024330,"31-40",40,"management","single","tertiary",1265,"yes","no","december",2018-12-01,97,270.28,1,"unsecured ",1,1,1,8675
"865",10024331,"31-40",37,"blue-collar","married","primary",693,"yes","no","january",2018-01-01,327,82.55,1,"unsecured ",1,1,1,9764
"866",10024332,"31-40",35,"technician","married","secondary",118,"yes","no","february",2018-02-01,236,189.68,1,"unsecured ",1,1,1,2457
"867",10024333,"41-60",49,"blue-collar","married","primary",3659,"yes","yes","march",2018-03-01,160,85.55,1,"unsecured ",1,1,1,3678
"868",10024334,"18-30",26,"blue-collar","single","secondary",24,"yes","no","april",2018-04-01,180,36.69,1,"auto ",1,1,1,9765
"869",10024335,"31-40",38,"management","single","tertiary",673,"yes","no","may",2018-05-01,184,123.74,1,"auto ",1,1,1,7543
"870",10024336,"41-60",52,"self-employed","married","secondary",273,"no","yes","june",2018-06-01,227,86.25,1,"auto ",1,1,1,6895
"871",10024337,"31-40",33,"services","divorced","secondary",327,"yes","no","july",2018-07-01,109,90.26,1,"auto ",1,1,1,7632
"872",10024338,"31-40",31,"admin.","single","secondary",299,"yes","no","august",2018-08-01,492,0,1,"auto ",1,1,1,9753
"873",10024339,"31-40",32,"blue-collar","married","secondary",0,"yes","no","september",2018-09-01,298,0,1,"auto ",1,1,1,6895
"874",10024340,"31-40",35,"blue-collar","single","primary",109,"yes","no","october",2018-10-01,83,70.81,1,"auto ",1,1,1,7632
"875",10024341,"41-60",55,"management","divorced","tertiary",552,"no","yes","november",2018-11-01,241,147.51,1,"auto ",1,1,1,9753
"876",10024342,"31-40",32,"blue-collar","divorced","primary",473,"yes","no","december",2018-12-01,204,127.74,1,"auto ",1,1,1,2362
"878",10024344,"41-60",45,"blue-collar","married","secondary",154,"yes","yes","february",2018-02-01,1138,66.44,1,"auto ",1,1,1,3421
"879",10024345,"31-40",31,"technician","married","secondary",344,"yes","no","march",2018-03-01,123,15.14,1,"auto ",1,1,1,2342
"880",10024346,"31-40",38,"admin.","married","secondary",8,"yes","no","april",2018-04-01,125,7.21,1,"auto ",1,1,1,2558
"881",10024347,"31-40",37,"services","married","secondary",78,"yes","no","may",2018-05-01,295,41.58,1,"auto ",1,1,1,2298
"882",10024348,"31-40",38,"blue-collar","married","secondary",266,"yes","no","june",2018-06-01,287,46.61,1,"auto ",1,1,1,3237
"883",10024349,"31-40",33,"housemaid","married","tertiary",98,"yes","yes","july",2018-07-01,109,26.04,1,"auto ",1,1,1,2558
"884",10024350,"31-40",38,"blue-collar","married","primary",83,"yes","no","august",2018-08-01,140,17.64,1,"auto ",1,1,1,2298
"885",10024351,"31-40",37,"management","single","tertiary",45,"yes","no","september",2018-09-01,204,5.48,1,"auto ",1,1,1,3397
"886",10024352,"18-30",29,"unemployed","married","tertiary",8,"yes","yes","october",2018-10-01,233,13.24,1,"mortgage",1,1,1,2106
"887",10024353,"41-60",42,"management","married","tertiary",263,"yes","yes","november",2018-11-01,254,81.89,1,"mortgage",1,1,1,4853
"888",10024354,"31-40",40,"blue-collar","married","secondary",306,"yes","no","december",2018-12-01,184,77.08,1,"mortgage",1,1,1,8675
"889",10024355,"31-40",32,"management","married","tertiary",233,"yes","yes","january",2018-01-01,193,93.16,1,"mortgage",1,1,1,9764
"890",10024356,"41-60",47,"management","divorced","tertiary",447,"no","yes","february",2018-02-01,126,180.23,1,"mortgage",1,1,1,2457
"893",10024359,"31-40",31,"services","married","tertiary",309,"yes","yes","may",2018-05-01,294,72.12,1,"mortgage",1,1,1,7543
"894",10024360,"41-60",59,"blue-collar","married","secondary",202,"yes","yes","june",2018-06-01,173,30.7,1,"mortgage",1,1,1,6689
"895",10024361,"18-30",29,"entrepreneur","married","primary",56,"yes","no","july",2018-07-01,336,32.69,1,"mortgage",1,1,1,4376
"896",10024362,"41-60",59,"blue-collar","married","primary",229,"yes","yes","august",2018-08-01,19,52.24,1,"mortgage",1,1,1,6895
"897",10024363,"41-60",44,"blue-collar","married","primary",143,"yes","yes","september",2018-09-01,153,34.52,1,"mortgage",1,1,1,7632
"898",10024364,"31-40",38,"admin.","single","secondary",100,"yes","no","october",2018-10-01,786,52.12,1,"mortgage",1,1,1,9753
"899",10024365,"41-60",49,"admin.","married","secondary",326,"yes","yes","november",2018-11-01,99,67.36,1,"mortgage",1,1,1,2257
"900",10024366,"41-60",43,"blue-collar","married","secondary",167,"yes","yes","december",2018-12-01,243,87.09,1,"mortgage",1,1,1,6895
"901",10024367,"41-60",52,"admin.","single","secondary",545,"yes","no","january",2018-01-01,260,308.83,1,"unsecured ",1,1,1,6895
"902",10024368,"31-40",40,"admin.","married","secondary",2100,"yes","no","february",2018-02-01,164,0,1,"unsecured ",1,1,1,7632
"903",10024369,"31-40",32,"services","married","secondary",0,"yes","no","march",2018-03-01,255,0,1,"unsecured ",1,1,1,6895
"904",10024370,"41-60",47,"admin.","married","primary",192,"yes","yes","april",2018-04-01,47,84.1,1,"unsecured ",1,1,1,7632
"905",10024371,"31-40",33,"management","married","tertiary",442,"yes","yes","may",2018-05-01,463,99.17,1,"unsecured ",1,1,1,9753
"906",10024372,"31-40",35,"management","married","tertiary",267,"yes","yes","june",2018-06-01,192,0,1,"unsecured ",1,1,1,8675
"907",10024373,"18-30",27,"services","single","secondary",0,"yes","no","july",2018-07-01,388,0,1,"unsecured ",1,1,1,9764
"908",10024374,"41-60",50,"blue-collar","married","primary",377,"yes","yes","august",2018-08-01,221,489.41,1,"unsecured ",1,1,1,2457
"909",10024375,"41-60",44,"retired","married","secondary",7624,"no","yes","september",2018-09-01,126,204.77,1,"unsecured ",1,1,1,3678
"910",10024376,"41-60",43,"self-employed","married","primary",66,"yes","yes","october",2018-10-01,175,14.27,1,"unsecured ",1,1,1,9765
"912",10024378,"31-40",32,"admin.","single","secondary",64,"yes","no","december",2018-12-01,202,13.47,1,"business",1,1,1,7632
"913",10024379,"41-60",47,"management","divorced","tertiary",34,"yes","yes","january",2018-01-01,104,42.15,1,"mortgage",1,1,1,9753
"914",10024380,"31-40",34,"admin.","divorced","secondary",627,"yes","no","february",2018-02-01,283,230.06,1,"mortgage",1,1,1,2257
"915",10024381,"41-60",57,"self-employed","married","primary",1013,"yes","yes","march",2018-03-01,448,108.71,1,"mortgage",1,1,1,12353
"916",10024382,"41-60",43,"admin.","single","secondary",140,"yes","no","april",2018-04-01,127,320.83,1,"mortgage",1,1,1,6895
"917",10024383,"31-40",40,"services","single","tertiary",8823,"yes","no","may",2018-05-01,378,267.06,1,"mortgage",1,1,1,7632
"918",10024384,"18-30",28,"blue-collar","single","secondary",97,"yes","no","june",2018-06-01,67,6.36,1,"mortgage",1,1,1,9753
"920",10024386,"31-40",37,"unemployed","divorced","secondary",74,"yes","no","august",2018-08-01,150,600.85,1,"mortgage",0,0,0,12353
"921",10024387,"41-60",44,"admin.","married","secondary",58544,"yes","yes","september",2018-09-01,144,908.02,1,"auto ",0,0,0,2356
"922",10024388,"41-60",41,"technician","married","secondary",169,"yes","yes","october",2018-10-01,296,79.08,1,"auto ",0,0,0,7654
"923",10024389,"31-40",37,"self-employed","married","tertiary",444,"yes","yes","november",2018-11-01,401,141.61,1,"auto ",0,0,0,7854
"926",10024392,"18-30",30,"management","single","tertiary",112,"yes","no","february",2018-02-01,245,19.08,1,"auto ",0,0,0,9753
"927",10024393,"31-40",35,"services","married","secondary",39,"no","no","march",2018-03-01,143,64.2,1,"auto ",0,0,0,2257
"936",10024402,"31-40",39,"blue-collar","married","primary",20,"yes","no","december",2018-12-01,109,12.25,0,"no product",0,0,0,9764
"937",10024403,"41-60",49,"blue-collar","married","secondary",90,"yes","yes","january",2018-01-01,127,15.25,0,"no product",0,0,0,2457
"938",10024404,"41-60",52,"admin.","married","secondary",31,"yes","yes","february",2018-02-01,120,18.61,0,"no product",0,0,0,3678
"939",10024405,"18-30",27,"management","single","tertiary",134,"yes","no","march",2018-03-01,68,0,0,"no product",0,0,0,9765
"940",10024406,"18-30",26,"services","married","secondary",0,"yes","no","april",2018-04-01,180,0,0,"no product",0,0,0,7543
"944",10024410,"41-60",53,"blue-collar","single","secondary",156,"yes","no","august",2018-08-01,259,85.63,0,"no product",0,0,0,6895
"947",10024413,"31-40",35,"services","married","secondary",528,"no","no","november",2018-11-01,274,255.27,1,"business",0,0,0,2298
"949",10024415,"31-40",31,"management","married","secondary",2019,"no","no","january",2018-01-01,380,558.66,1,"unsecured ",0,0,0,2143
"950",10024416,"31-40",35,"technician","single","secondary",1855,"yes","no","february",2018-02-01,138,150.74,1,"unsecured ",0,0,0,2298
"951",10024417,"18-30",29,"management","married","secondary",147,"yes","no","march",2018-03-01,376,51.91,0,"no product",0,0,0,2106
"952",10024418,"41-60",51,"technician","married","secondary",220,"yes","yes","april",2018-04-01,421,60.25,0,"no product",0,0,0,3397
"953",10024419,"31-40",33,"blue-collar","married","primary",198,"yes","no","may",2018-05-01,121,43.56,0,"no product",0,0,0,6371.81102362205
"954",10024420,"31-40",37,"management","married","tertiary",115,"no","yes","june",2018-06-01,36,28.87,0,"no product",0,0,0,6371.81102362205
"956",10024422,"41-60",42,"technician","married","tertiary",644,"yes","yes","august",2018-08-01,19,109.89,0,"no product",0,0,0,6371.81102362205
"957",10024423,"18-30",28,"blue-collar","married","secondary",225,"yes","no","september",2018-09-01,866,97.02,0,"no product",0,0,0,6371.81102362205
"960",10024426,"31-40",39,"blue-collar","married","primary",106,"yes","no","december",2018-12-01,56,51.56,0,"no product",0,0,0,6371.81102362205
"961",10024427,"31-40",36,"technician","married","tertiary",301,"yes","yes","january",2018-01-01,1581,150.75,1,"auto ",1,1,0,6530
"962",10024428,"41-60",57,"retired","married","tertiary",906,"yes","yes","february",2018-02-01,117,118.82,1,"auto ",1,1,0,2586
"964",10024430,"41-60",48,"services","divorced","secondary",852,"yes","no","april",2018-04-01,202,100.76,1,"mortgage",1,1,0,2476
"965",10024431,"41-60",46,"blue-collar","married","primary",143,"yes","yes","may",2018-05-01,279,29.09,1,"mortgage",1,1,0,4384
"966",10024432,"41-60",43,"admin.","married","secondary",71,"no","yes","june",2018-06-01,180,94.08,1,"mortgage",1,1,0,4080
"967",10024433,"41-60",49,"services","married","secondary",1496,"yes","yes","july",2018-07-01,218,296.04,1,"mortgage",1,1,0,2127
"968",10024434,"18-30",29,"services","single","secondary",703,"yes","no","august",2018-08-01,129,207.08,1,"mortgage",1,1,0,5699
"969",10024435,"41-60",53,"blue-collar","married","secondary",732,"yes","yes","september",2018-09-01,530,35.79,1,"mortgage",1,1,0,3237
"970",10024436,"18-30",30,"services","single","secondary",21,"yes","no","october",2018-10-01,104,21.98,1,"auto ",1,1,0,2558
"971",10024437,"41-60",41,"management","divorced","secondary",276,"yes","no","november",2018-11-01,60,0,1,"auto ",1,1,0,2298
"972",10024438,"31-40",33,"technician","married","secondary",0,"yes","no","december",2018-12-01,432,0,1,"auto ",1,1,0,3397
"973",10024439,"41-60",47,"blue-collar","married","primary",550,"yes","yes","january",2018-01-01,113,110.83,1,"auto ",1,1,0,2106
"976",10024442,"31-40",38,"admin.","single","secondary",137,"yes","no","april",2018-04-01,125,21.9,1,"auto ",1,1,0,2476
"977",10024443,"41-60",60,"retired","married","secondary",42,"yes","yes","may",2018-05-01,386,13.75,1,"auto ",1,1,0,4384
"978",10024444,"31-40",33,"management","single","tertiary",54,"no","no","june",2018-06-01,262,87.87,1,"unsecured ",1,1,0,4080
"979",10024445,"31-40",33,"unemployed","single","tertiary",1716,"yes","no","july",2018-07-01,396,196.49,1,"unsecured ",1,1,0,2127
"980",10024446,"41-60",52,"admin.","married","primary",270,"yes","yes","august",2018-08-01,294,134.42,1,"unsecured ",1,1,0,5699
"981",10024447,"41-60",42,"blue-collar","married","primary",803,"yes","yes","september",2018-09-01,171,82.62,0,"no product",0,0,0,3237
"982",10024448,"18-30",30,"technician","single","secondary",102,"yes","no","october",2018-10-01,614,39.97,0,"no product",0,0,0,2558
"983",10024449,"31-40",33,"entrepreneur","divorced","tertiary",188,"yes","no","november",2018-11-01,118,56.95,0,"no product",0,0,0,2298
"984",10024450,"41-60",46,"admin.","divorced","secondary",207,"yes","no","december",2018-12-01,485,159.02,0,"no product",0,0,0,3397
"985",10024451,"41-60",51,"blue-collar","married","primary",1466,"yes","yes","january",2018-01-01,406,206.78,0,"no product",0,0,0,2106
"986",10024452,"31-40",40,"unemployed","single","secondary",350,"yes","no","february",2018-02-01,287,68.1,0,"no product",0,0,0,6371.81102362205
"987",10024453,"41-60",50,"admin.","married","secondary",159,"yes","yes","march",2018-03-01,216,45.61,0,"no product",0,0,0,6371.81102362205
"988",10024454,"41-60",42,"entrepreneur","married","tertiary",157,"yes","yes","april",2018-04-01,650,0,0,"no product",0,0,0,6371.81102362205
"989",10024455,"31-40",38,"technician","married","secondary",0,"no","no","may",2018-05-01,55,0,0,"no product",0,0,0,6371.81102362205
"990",10024456,"31-40",36,"admin.","single","primary",91,"yes","no","june",2018-06-01,371,80.24,0,"no product",0,0,0,6371.81102362205
"991",10024457,"31-40",37,"unemployed","divorced","primary",849,"yes","no","july",2018-07-01,166,175.63,0,"no product",0,0,0,6371.81102362205
"994",10024460,"41-60",52,"blue-collar","married","tertiary",297,"yes","yes","october",2018-10-01,55,88.02,1,"unsecured ",1,1,0,3237
"995",10024461,"18-30",29,"blue-collar","married","secondary",313,"yes","no","november",2018-11-01,144,89.92,1,"unsecured ",1,1,0,2558
"996",10024462,"31-40",37,"blue-collar","married","primary",310,"yes","no","december",2018-12-01,474,110.77,1,"mortgage",1,1,0,2298
"997",10024463,"31-40",34,"admin.","married","secondary",475,"yes","no","january",2018-01-01,559,49.14,1,"mortgage",1,1,0,2877
"998",10024464,"41-60",43,"blue-collar","married","primary",61,"yes","yes","february",2018-02-01,261,83.66,1,"mortgage",1,1,0,2226
"999",10024465,"41-60",49,"services","married","secondary",1377,"yes","yes","march",2018-03-01,1101,80.16,1,"mortgage",1,1,0,2880
"1000",10024466,"31-40",33,"technician","single","secondary",56,"no","no","april",2018-04-01,236,0,1,"mortgage",1,1,1,2434
"1002",10024468,"41-60",50,"technician","married","secondary",73,"no","yes","june",2018-06-01,93,63.36,1,"auto ",1,1,1,5699
"1005",10024471,"41-60",44,"blue-collar","divorced","secondary",558,"yes","no","september",2018-09-01,485,126.11,0,"no product",0,0,0,2558
"1009",10024475,"31-40",34,"blue-collar","married","primary",267,"yes","no","january",2018-01-01,362,31.99,0,"no product",0,0,0,6371.81102362205
"1010",10024476,"41-60",53,"services","married","primary",46,"yes","yes","february",2018-02-01,274,48.91,0,"no product",0,0,0,6371.81102362205
"1011",10024477,"31-40",35,"blue-collar","married","primary",624,"yes","no","march",2018-03-01,163,239.92,0,"no product",0,0,0,6371.81102362205
"1012",10024478,"31-40",34,"technician","divorced","secondary",1107,"yes","no","april",2018-04-01,345,229.91,0,"no product",0,0,0,6371.81102362205
"1013",10024479,"31-40",39,"admin.","single","secondary",573,"yes","no","may",2018-05-01,329,139.24,0,"no product",0,0,0,6371.81102362205
"1014",10024480,"31-40",39,"management","single","tertiary",406,"yes","no","june",2018-06-01,68,86.27,0,"no product",0,0,0,6371.81102362205
"1015",10024481,"41-60",52,"services","divorced","secondary",220,"yes","no","july",2018-07-01,143,205.7,0,"no product",0,0,0,6371.81102362205
"1016",10024482,"31-40",34,"blue-collar","married","secondary",2308,"yes","no","august",2018-08-01,1062,163.51,0,"no product",0,0,0,6371.81102362205
"1017",10024483,"31-40",37,"blue-collar","divorced","primary",139,"yes","no","september",2018-09-01,71,65.2,0,"no product",0,0,0,6371.81102362205
"1018",10024484,"31-40",39,"admin.","married","secondary",367,"yes","no","october",2018-10-01,106,92.21,0,"no product",0,0,0,6371.81102362205
"1019",10024485,"41-60",52,"entrepreneur","divorced","primary",278,"yes","no","november",2018-11-01,688,72.84,0,"no product",0,0,0,6371.81102362205
"1020",10024486,"31-40",35,"blue-collar","married","primary",229,"yes","no","december",2018-12-01,103,181.28,0,"no product",0,0,0,6371.81102362205
"1023",10024489,"31-40",31,"admin.","divorced","secondary",308,"yes","no","march",2018-03-01,194,162.28,1,"business",1,1,1,3214
"1024",10024490,"41-60",43,"technician","divorced","tertiary",1026,"yes","yes","april",2018-04-01,224,216.46,1,"business",1,1,1,2362
"1025",10024491,"41-60",43,"blue-collar","single","primary",548,"yes","no","may",2018-05-01,98,127.5,1,"business",1,1,1,2353
"1026",10024492,"31-40",39,"blue-collar","married","secondary",356,"yes","no","june",2018-06-01,607,69.75,1,"business",1,1,1,3421
"1027",10024493,"31-40",40,"technician","married","primary",164,"yes","no","july",2018-07-01,398,53.7,1,"business",1,1,1,2353
"1028",10024494,"41-60",58,"management","married","tertiary",211,"no","yes","august",2018-08-01,103,18.28,1,"business",1,1,1,3421
"1029",10024495,"31-40",31,"blue-collar","married","primary",19,"yes","no","september",2018-09-01,241,13.08,1,"mortgage",1,1,1,3473
"1030",10024496,"41-60",41,"blue-collar","married","secondary",108,"yes","yes","october",2018-10-01,203,52.65,1,"mortgage",1,1,1,2345
"1031",10024497,"31-40",37,"management","married","tertiary",308,"yes","yes","november",2018-11-01,96,13.4,1,"mortgage",1,1,1,2362
"1032",10024498,"41-60",44,"services","divorced","secondary",7,"yes","no","december",2018-12-01,238,3.06,1,"mortgage",1,1,1,2353
"1033",10024499,"31-40",37,"technician","married","tertiary",16,"yes","yes","january",2018-01-01,153,34,1,"mortgage",1,1,1,3421
"1034",10024500,"31-40",39,"blue-collar","married","primary",867,"yes","no","february",2018-02-01,481,141.47,1,"mortgage",1,1,1,2342
"1035",10024501,"41-60",41,"blue-collar","single","secondary",277,"yes","no","march",2018-03-01,2177,67.26,1,"mortgage",1,1,1,4853
"1036",10024502,"41-60",52,"blue-collar","divorced","primary",196,"yes","no","april",2018-04-01,119,77.21,1,"mortgage",1,1,1,8675
"1037",10024503,"18-30",29,"blue-collar","single","primary",365,"yes","no","may",2018-05-01,245,199.61,1,"unsecured ",1,1,1,9764
"1038",10024504,"41-60",60,"blue-collar","divorced","secondary",1310,"no","no","june",2018-06-01,152,142.5,1,"unsecured ",1,1,1,2457
"1039",10024505,"31-40",32,"technician","married","secondary",186,"no","no","july",2018-07-01,418,47.9,1,"unsecured ",1,1,1,3678
"1040",10024506,"41-60",50,"services","single","primary",148,"yes","no","august",2018-08-01,198,103.11,1,"unsecured ",1,1,1,9765
"1041",10024507,"41-60",56,"blue-collar","married","primary",862,"yes","yes","september",2018-09-01,198,160.59,1,"unsecured ",1,1,1,7543
"1042",10024508,"41-60",48,"admin.","married","secondary",359,"yes","yes","october",2018-10-01,374,75.39,1,"unsecured ",1,1,1,6689
"1043",10024509,"18-30",29,"blue-collar","married","primary",190,"no","no","november",2018-11-01,51,7.96,1,"unsecured ",1,1,1,4376
"1044",10024510,"31-40",40,"blue-collar","married","secondary",4,"yes","no","december",2018-12-01,263,0,1,"unsecured ",1,1,1,6895
"1045",10024511,"41-60",42,"admin.","divorced","secondary",0,"yes","no","january",2018-01-01,229,0,1,"unsecured ",1,1,1,7632
"1046",10024512,"31-40",34,"blue-collar","married","secondary",42,"yes","no","february",2018-02-01,154,95.49,1,"unsecured ",1,1,1,9753
"1047",10024513,"18-30",23,"management","single","tertiary",2605,"yes","no","march",2018-03-01,278,114.13,1,"unsecured ",1,1,1,2257
"1048",10024514,"18-30",30,"technician","single","tertiary",60,"yes","no","april",2018-04-01,306,22.14,1,"unsecured ",1,1,1,6895
"1053",10024519,"18-30",27,"student","single","secondary",671,"yes","no","september",2018-09-01,332,295.06,1,"mortgage",1,1,1,9753
"1058",10024524,"41-60",47,"blue-collar","married","secondary",438,"yes","yes","february",2018-02-01,46,107.4,1,"mortgage",1,1,1,9765
"1059",10024525,"31-40",40,"blue-collar","married","secondary",316,"yes","no","march",2018-03-01,266,67.69,1,"mortgage",1,1,1,6895
"1060",10024526,"31-40",36,"services","single","secondary",174,"yes","no","april",2018-04-01,223,80.06,1,"mortgage",1,1,1,7632
"1061",10024527,"41-60",46,"blue-collar","married","secondary",442,"yes","yes","may",2018-05-01,105,170.15,1,"mortgage",1,1,1,9753
"1066",10024532,"41-60",41,"management","married","tertiary",72,"yes","yes","october",2018-10-01,764,18.65,1,"auto ",1,1,1,9753
"1067",10024533,"41-60",44,"entrepreneur","married","primary",58,"yes","yes","november",2018-11-01,113,43.75,1,"auto ",1,1,1,2257
"1068",10024534,"41-60",44,"services","divorced","secondary",396,"yes","no","december",2018-12-01,396,18.17,1,"auto ",1,1,1,12353
"1069",10024535,"41-60",59,"blue-collar","married","primary",10,"yes","yes","january",2018-01-01,133,49.05,1,"auto ",1,1,1,2356
"1071",10024537,"41-60",42,"management","married","secondary",0,"no","yes","march",2018-03-01,234,0,0,"no product",0,0,0,7854
"1072",10024538,"31-40",31,"admin.","married","secondary",89,"no","no","april",2018-04-01,297,19.26,0,"no product",0,0,0,6895
"1074",10024540,"31-40",39,"blue-collar","single","secondary",29,"yes","no","june",2018-06-01,214,31.86,0,"no product",0,0,0,9753
"1075",10024541,"41-60",44,"blue-collar","married","primary",420,"yes","yes","july",2018-07-01,110,63.17,0,"no product",0,0,0,2257
"1076",10024542,"41-60",49,"services","single","primary",114,"yes","no","august",2018-08-01,99,58.89,0,"no product",0,0,0,12353
"1077",10024543,"31-40",39,"housemaid","married","secondary",365,"yes","no","september",2018-09-01,274,0,0,"no product",0,0,0,2356
"1080",10024546,"41-60",43,"technician","married","tertiary",743,"yes","yes","december",2018-12-01,134,0,0,"no product",0,0,0,8954
"1081",10024547,"31-40",37,"self-employed","married","primary",0,"no","no","january",2018-01-01,112,0,0,"no product",0,0,0,3678
"1082",10024548,"41-60",54,"technician","single","secondary",99,"yes","no","february",2018-02-01,283,13.47,0,"no product",0,0,0,4853
"1083",10024549,"31-40",38,"blue-collar","married","secondary",22,"yes","no","march",2018-03-01,353,21.45,0,"no product",0,0,0,8675
"1084",10024550,"31-40",31,"blue-collar","married","primary",251,"yes","no","april",2018-04-01,212,113.42,0,"no product",0,0,0,9764
"1085",10024551,"31-40",34,"blue-collar","married","secondary",615,"yes","no","may",2018-05-01,225,83.49,0,"no product",0,0,0,2457
"1086",10024552,"31-40",35,"admin.","married","primary",136,"yes","no","june",2018-06-01,283,156.71,0,"no product",0,0,0,3678
"1088",10024554,"18-30",30,"blue-collar","married","secondary",309,"yes","no","august",2018-08-01,1574,75.44,0,"no product",0,0,0,7543
"1089",10024555,"41-60",51,"technician","married","secondary",221,"yes","yes","september",2018-09-01,139,76.89,0,"no product",0,0,0,6895
"1092",10024558,"31-40",33,"management","single","tertiary",76,"yes","no","december",2018-12-01,256,16.31,0,"no product",0,0,0,6895
"1093",10024559,"31-40",37,"management","divorced","tertiary",42,"yes","no","january",2018-01-01,564,16.31,0,"no product",0,0,0,7632
"1094",10024560,"41-60",46,"blue-collar","single","secondary",76,"yes","no","february",2018-02-01,245,90.49,0,"no product",0,0,0,9753
"1095",10024561,"31-40",32,"admin.","married","secondary",1293,"yes","no","march",2018-03-01,161,238.07,0,"no product",0,0,0,6371.81102362205
"1096",10024562,"41-60",43,"entrepreneur","married","primary",526,"yes","yes","april",2018-04-01,79,195.62,0,"no product",0,0,0,6371.81102362205
"1098",10024564,"41-60",46,"admin.","married","primary",40,"yes","yes","june",2018-06-01,591,19.75,0,"no product",0,0,0,6371.81102362205
"1099",10024565,"41-60",47,"blue-collar","married","primary",117,"yes","yes","july",2018-07-01,113,80.88,0,"no product",0,0,0,6371.81102362205
"1100",10024566,"31-40",31,"services","single","secondary",671,"yes","no","august",2018-08-01,193,90.04,0,"no product",0,0,0,6371.81102362205
"1101",10024567,"18-30",30,"blue-collar","married","primary",145,"yes","no","september",2018-09-01,299,147.77,0,"no product",0,0,0,6371.81102362205
"1105",10024571,"18-30",29,"services","single","secondary",566,"no","no","january",2018-01-01,127,301.25,0,"no product",0,0,0,6371.81102362205
"1106",10024572,"41-60",43,"admin.","married","tertiary",1924,"yes","yes","february",2018-02-01,244,152.47,0,"no product",0,0,0,6371.81102362205
"1107",10024573,"41-60",47,"technician","married","primary",145,"yes","yes","march",2018-03-01,157,76.71,0,"no product",0,0,0,6371.81102362205
"1112",10024578,"41-60",57,"technician","divorced","secondary",2710,"yes","no","august",2018-08-01,333,148.77,0,"no product",0,0,0,6371.81102362205
"1113",10024579,"18-30",30,"services","divorced","secondary",98,"yes","no","september",2018-09-01,155,100.22,0,"no product",0,0,0,6371.81102362205
"1114",10024580,"41-60",48,"blue-collar","married","secondary",1230,"yes","yes","october",2018-10-01,152,89.41,0,"no product",0,0,0,6371.81102362205
"1115",10024581,"41-60",46,"blue-collar","married","secondary",78,"yes","yes","november",2018-11-01,145,29.84,0,"no product",0,0,0,6371.81102362205
"1116",10024582,"41-60",59,"retired","divorced","primary",137,"yes","no","december",2018-12-01,66,63.57,0,"no product",0,0,0,6371.81102362205
"1117",10024583,"41-60",50,"blue-collar","married","primary",354,"yes","yes","january",2018-01-01,123,66.3,0,"no product",0,0,0,6371.81102362205
"1118",10024584,"41-60",50,"blue-collar","divorced","primary",149,"yes","no","february",2018-02-01,74,39.55,0,"no product",0,0,0,6371.81102362205
"1119",10024585,"31-40",33,"blue-collar","divorced","secondary",126,"yes","no","march",2018-03-01,248,0,0,"no product",0,0,0,6371.81102362205
"1121",10024587,"41-60",57,"retired","divorced","secondary",8266,"yes","no","may",2018-05-01,71,187.43,0,"no product",0,0,0,6371.81102362205
"1123",10024589,"41-60",41,"blue-collar","married","primary",258,"yes","yes","july",2018-07-01,252,50.15,0,"no product",0,0,0,6371.81102362205
